Symbol,Name,Industry,IndustryCode
MSFT,Microsoft Corp,소프트웨어 및 IT서비스,572010
AAPL,Apple Inc,"컴퓨터, 전화 및 가전제품",571060
AMZN,Amazon.com Inc,다양한 소매업,534020
TSLA,Tesla Inc,자동차 및 자동차 부품,531010
GOOGL,Alphabet Inc Class A,소프트웨어 및 IT서비스,572010
FB,Meta Platforms Inc Class A,소프트웨어 및 IT서비스,572010
GOOG,Alphabet Inc Class C,소프트웨어 및 IT서비스,572010
NVDA,NVIDIA Corp,반도체 및 반도체 장비,571010
ASML,ASML Holding NV ADR,반도체 및 반도체 장비,571010
ADBE,Adobe Inc,소프트웨어 및 IT서비스,572010
NFLX,Netflix Inc,소프트웨어 및 IT서비스,572010
PYPL,PayPal Holdings Inc,소프트웨어 및 IT서비스,572010
CMCSA,Comcast Corp Class A,미디어 및 출판,533020
CSCO,Cisco Systems Inc,커뮤니케이션 및 네트워킹,571020
AVGO,Broadcom Inc,반도체 및 반도체 장비,571010
PEP,PepsiCo Inc,음료,541010
COST,Costco Wholesale Corp,다양한 소매업,534020
INTC,Intel Corp,반도체 및 반도체 장비,571010
AZN,AstraZeneca PLC ADR,제약,562010
QCOM,Qualcomm Inc,반도체 및 반도체 장비,571010
TXN,Texas Instruments Inc,반도체 및 반도체 장비,571010
INTU,Intuit Inc,핀테크,573010
AMD,Advanced Micro Devices Inc,반도체 및 반도체 장비,571010
HON,Honeywell International Inc,복합 기업,544010
TMUS,T-Mobile US Inc,통신 서비스,574010
AMAT,Applied Materials Inc,반도체 및 반도체 장비,571010
SBUX,Starbucks Corp,호텔 및 엔터테인먼트,533010
ISRG,Intuitive Surgical Inc,헬스케어 장비 및 용품,561010
SNY,Sanofi SA ADR,제약,562010
ABNB,Airbnb Inc Class A,소프트웨어 및 IT서비스,572010
CHTR,Charter Communications Inc Class A,통신 서비스,574010
JD,JD.Com Inc ADR,다양한 소매업,534020
AMGN,Amgen Inc,제약,562010
TEAM,Atlassian Corporation PLC Class A,소프트웨어 및 IT서비스,572010
BKNG,Booking Holdings Inc,호텔 및 엔터테인먼트,533010
PDD,Pinduoduo Inc ADR,소프트웨어 및 IT서비스,572010
ADI,Analog Devices Inc,반도체 및 반도체 장비,571010
ADP,Automatic Data Processing Inc,소프트웨어 및 IT서비스,572010
MRNA,Moderna Inc,생명과학 및 메디컬 리서치,562020
MDLZ,Mondelez International Inc Class A,식품 및 담배,541020
LRCX,Lam Research Corp,반도체 및 반도체 장비,571010
GILD,Gilead Sciences Inc,생명과학 및 메디컬 리서치,562020
MU,Micron Technology Inc,반도체 및 반도체 장비,571010
MELI,Mercadolibre Inc,소프트웨어 및 IT서비스,572010
CME,CME Group Inc Class A,투자은행 및 서비스,551020
ZM,Zoom Video Communications Inc Class A,소프트웨어 및 IT서비스,572010
CSX,CSX Corp,화물 및 물류 서비스,524050
WDAY,Workday Inc Class A,소프트웨어 및 IT서비스,572010
ADSK,Autodesk Inc,소프트웨어 및 IT서비스,572010
COIN,Coinbase Global Inc Class A,핀테크,573010
EQIX,Equinix Inc,주택 및 상업용 리츠,601020
NTES,NetEase Inc ADR,소프트웨어 및 IT서비스,572010
LCID,Lucid Group Inc,자동차 및 자동차 부품,531010
FISV,Fiserv Inc,전문 및 상업 서비스,522030
REGN,Regeneron Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ILMN,Illumina Inc,헬스케어 장비 및 용품,561010
KLAC,KLA Corp,반도체 및 반도체 장비,571010
CRWD,CrowdStrike Holdings Inc Class A,소프트웨어 및 IT서비스,572010
DXCM,Dexcom Inc,헬스케어 장비 및 용품,561010
LULU,Lululemon Athletica Inc,섬유 및 의류,532020
NXPI,NXP Semiconductors NV,반도체 및 반도체 장비,571010
MRVL,Marvell Technology Inc,반도체 및 반도체 장비,571010
DDOG,Datadog Inc Class A,소프트웨어 및 IT서비스,572010
FTNT,Fortinet Inc,소프트웨어 및 IT서비스,572010
BIDU,Baidu Inc ADR,소프트웨어 및 IT서비스,572010
MAR,Marriott International Inc Class A,호텔 및 엔터테인먼트,533010
ALGN,Align Technology Inc,헬스케어 장비 및 용품,561010
IDXX,IDEXX Laboratories Inc,헬스케어 장비 및 용품,561010
EXC,Exelon Corp,전기 유틸리티,591010
ATVI,Activision Blizzard Inc,소프트웨어 및 IT서비스,572010
DOCU,DocuSign Inc,소프트웨어 및 IT서비스,572010
BNTX,BioNTech SE ADR,생명과학 및 메디컬 리서치,562020
SNPS,Synopsys Inc,소프트웨어 및 IT서비스,572010
KDP,Keurig Dr Pepper Inc,음료,541010
TROW,T Rowe Price Group Inc,투자은행 및 서비스,551020
CDNS,Cadence Design Systems Inc,소프트웨어 및 IT서비스,572010
XLNX,Xilinx Inc,반도체 및 반도체 장비,571010
VRTX,Vertex Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
MNST,Monster Beverage Corp,음료,541010
PANW,Palo Alto Networks Inc,소프트웨어 및 IT서비스,572010
MCHP,Microchip Technology Inc,반도체 및 반도체 장비,571010
EBAY,eBay Inc,소프트웨어 및 IT서비스,572010
ZS,Zscaler Inc,소프트웨어 및 IT서비스,572010
KHC,Kraft Heinz Co,식품 및 담배,541020
CTAS,Cintas Corp,전문 및 상업 서비스,522030
PAYX,Paychex Inc,전문 및 상업 서비스,522030
MTCH,Match Group Inc,소프트웨어 및 IT서비스,572010
SIVB,SVB Financial Group,은행,551010
WBA,Walgreens Boots Alliance Inc,식품 및 약품소매,543010
ORLY,O'Reilly Automotive Inc,전문품 상점,534030
AEP,American Electric Power Company Inc,전기 유틸리티,591010
ROST,Ross Stores Inc,전문품 상점,534030
CTSH,Cognizant Technology Solutions Corp Class A,소프트웨어 및 IT서비스,572010
VOD,Vodafone Group PLC ADR,통신 서비스,574010
BIIB,Biogen Inc,제약,562010
ODFL,Old Dominion Freight Line Inc,화물 및 물류 서비스,524050
EA,Electronic Arts Inc,소프트웨어 및 IT서비스,572010
OKTA,Okta Inc Class A,소프트웨어 및 IT서비스,572010
SBAC,SBA Communications Corp Class A,주택 및 상업용 리츠,601020
ROKU,Roku Inc Class A,미디어 및 출판,533020
MDB,MongoDB Inc Class A,소프트웨어 및 IT서비스,572010
APP,Applovin Corp Class A,소프트웨어 및 IT서비스,572010
CPRT,Copart Inc,전문품 상점,534030
NDAQ,Nasdaq Inc,투자은행 및 서비스,551020
ANSS,ANSYS Inc,소프트웨어 및 IT서비스,572010
TSCAP,TriState Capital Holdings Inc ADR,은행,551010
SGEN,Seagen Inc,생명과학 및 메디컬 리서치,562020
DKNG,DraftKings Inc Class A,호텔 및 엔터테인먼트,533010
VRSK,Verisk Analytics Inc,소프트웨어 및 IT서비스,572010
XEL,Xcel Energy Inc,전기 유틸리티,591010
BGNE,Beigene Ltd ADR,생명과학 및 메디컬 리서치,562020
GFS,Globalfoundries Inc,반도체 및 반도체 장비,571010
ERIC,Telefonaktiebolaget LM Ericsson ADR,커뮤니케이션 및 네트워킹,571020
FAST,Fastenal Co,"건설장비 및 대형차, 기차, 배",521020
ETSY,ETSY Inc,다양한 소매업,534020
AFRM,Affirm Holdings Inc Class A,소프트웨어 및 IT서비스,572010
CSGP,CoStar Group Inc,소프트웨어 및 IT서비스,572010
TTD,Trade Desk Inc Class A,소프트웨어 및 IT서비스,572010
ZBRA,Zebra Technologies Corp Class A,전자 장비 및 부품,571040
ENPH,Enphase Energy Inc,재생에너지,502010
LI,Li Auto Inc ADR,자동차 및 자동차 부품,531010
HOOD,Robinhood Markets Inc Class A,핀테크,573010
IBKR,Interactive Brokers Group Inc Class A,투자은행 및 서비스,551020
PCAR,Paccar Inc,"건설장비 및 대형차, 기차, 배",521020
YNDX,Yandex NV Class A,소프트웨어 및 IT서비스,572010
GMAB,Genmab A/S ADR,생명과학 및 메디컬 리서치,562020
FITB,Fifth Third Bancorp,은행,551010
ZI,ZoomInfo Technologies Inc Class A,소프트웨어 및 IT서비스,572010
WLTW,Willis Towers Watson PLC,보험,553010
BILI,Bilibili Inc ADR,소프트웨어 및 IT서비스,572010
RYAAY,Ryanair Holdings PLC ADR,운송업,524060
EXPE,Expedia Group Inc,호텔 및 엔터테인먼트,533010
GRMN,Garmin Ltd,커뮤니케이션 및 네트워킹,571020
SWKS,Skyworks Solutions Inc,반도체 및 반도체 장비,571010
SPLK,Splunk Inc,소프트웨어 및 IT서비스,572010
VRSN,Verisign Inc,소프트웨어 및 IT서비스,572010
LBRDK,Liberty Broadband Corp Series C,미디어 및 출판,533020
UPST,Upstart Holdings Inc,은행,551010
NTRS,Northern Trust Corp,투자은행 및 서비스,551020
SIRI,Sirius XM Holdings Inc,미디어 및 출판,533020
ON,ON Semiconductor Corp,반도체 및 반도체 장비,571010
CDW,CDW Corp,소프트웨어 및 IT서비스,572010
CCEP,Coca-Cola Europacific Partners PLC,음료,541010
HZNP,Horizon Therapeutics PLC,제약,562010
MPWR,Monolithic Power Systems Inc,반도체 및 반도체 장비,571010
TSCO,Tractor Supply Co,전문품 상점,534030
WMG,Warner Music Group Corp Class A,미디어 및 출판,533020
CFLT,Confluent Inc Class A,소프트웨어 및 IT서비스,572010
DLTR,Dollar Tree Inc,다양한 소매업,534020
RPRX,Royalty Pharma PLC Class A,제약,562010
VIAC,ViacomCBS Inc Class B,미디어 및 출판,533020
TER,Teradyne Inc,반도체 및 반도체 장비,571010
HBAN,Huntington Bancshares Inc,은행,551010
CZR,Caesars Entertainment Inc,호텔 및 엔터테인먼트,533010
XM,Qualtrics International Inc Class A,소프트웨어 및 IT서비스,572010
ALNY,Alnylam Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
CERN,Cerner Corp,헬스케어 장비 및 용품,561010
PLUG,Plug Power Inc,재생에너지,502010
TW,Tradeweb Markets Inc Class A,투자은행 및 서비스,551020
TRMB,Trimble Inc,소프트웨어 및 IT서비스,572010
ICLR,ICON PLC,생명과학 및 메디컬 리서치,562020
TTWO,Take-Two Interactive Software Inc,레저 상품,532050
STX,Seagate Technology Holdings PLC,"컴퓨터, 전화 및 가전제품",571060
ULTA,Ulta Beauty Inc,전문품 상점,534030
PODD,Insulet Corp,헬스케어 장비 및 용품,561010
CG,Carlyle Group Inc,투자은행 및 서비스,551020
EXPD,Expeditors International of Washington Inc,화물 및 물류 서비스,524050
POOL,Pool Corp,레저 상품,532050
FANG,Diamondback Energy Inc,오일 및 가스,501020
NTAP,NetApp Inc,"컴퓨터, 전화 및 가전제품",571060
CINF,Cincinnati Financial Corp,보험,553010
JBHT,J B Hunt Transport Services Inc,화물 및 물류 서비스,524050
DISH,DISH Network Corp Class A,미디어 및 출판,533020
TXG,10X Genomics Inc,헬스케어 장비 및 용품,561010
SSNC,SS&C Technologies Holdings Inc,소프트웨어 및 IT서비스,572010
ENTG,Entegris Inc,반도체 및 반도체 장비,571010
XP,Xp Inc Class A,투자은행 및 서비스,551020
TECH,Bio-Techne Corp,생명과학 및 메디컬 리서치,562020
SBNY,Signature Bank,은행,551010
TCOM,Trip.com Group Ltd ADR,호텔 및 엔터테인먼트,533010
PFG,Principal Financial Group Inc,보험,553010
LYFT,Lyft Inc Class A,소프트웨어 및 IT서비스,572010
SEDG,Solaredge Technologies Inc,재생에너지,502010
SOFI,SoFi Technologies Inc,은행,551010
GTLB,Gitlab Inc Class A,소프트웨어 및 IT서비스,572010
OLPX,Olaplex Holdings Inc,"개인, 가정 용품 및 서비스",542010
WDC,Western Digital Corp,"컴퓨터, 전화 및 가전제품",571060
HOLX,Hologic Inc,헬스케어 장비 및 용품,561010
AKAM,Akamai Technologies Inc,소프트웨어 및 IT서비스,572010
NICE,Nice Ltd ADR,소프트웨어 및 IT서비스,572010
EXAS,Exact Sciences Corp,생명과학 및 메디컬 리서치,562020
NUAN,Nuance Communications Inc,소프트웨어 및 IT서비스,572010
GDRX,Goodrx Holdings Inc Class A,소프트웨어 및 IT서비스,572010
COUP,Coupa Software Inc,소프트웨어 및 IT서비스,572010
QRVO,Qorvo Inc,반도체 및 반도체 장비,571010
UAL,United Airlines Holdings Inc,운송업,524060
PTON,Peloton Interactive Inc Class A,레저 상품,532050
CAR,Avis Budget Group Inc,운송업,524060
ACGL,Arch Capital Group Ltd,보험,553010
LKQ,LKQ Corp,자동차 및 자동차 부품,531010
PPD,PPD Inc,생명과학 및 메디컬 리서치,562020
VTRS,Viatris Inc,제약,562010
BSY,Bentley Systems Inc Class B,소프트웨어 및 IT서비스,572010
ARGX,argenx SE ADR,생명과학 및 메디컬 리서치,562020
ABMD,ABIOMED Inc,헬스케어 장비 및 용품,561010
IEP,Icahn Enterprises LP Unit,복합 기업,523010
NVEI,Nuvei Corp,소프트웨어 및 IT서비스,572010
CHKP,Check Point Software Technologies Ltd,소프트웨어 및 IT서비스,572010
MASI,Masimo Corp,헬스케어 장비 및 용품,561010
MNDY,Monday.Com Ltd,소프트웨어 및 IT서비스,572010
PCTY,Paylocity Holding Corp,소프트웨어 및 IT서비스,572010
BMRN,Biomarin Pharmaceutical Inc,제약,562010
NDSN,Nordson Corp,"건설장비 및 대형차, 기차, 배",521020
HTHT,Huazhu Group Ltd ADR,호텔 및 엔터테인먼트,533010
INCY,Incyte Corp,생명과학 및 메디컬 리서치,562020
GRUB,Just Eat Takeaway.com NV ADR,소프트웨어 및 IT서비스,572010
UHAL,Amerco,화물 및 물류 서비스,524050
PTC,PTC Inc,소프트웨어 및 IT서비스,572010
MKTX,Marketaxess Holdings Inc,투자은행 및 서비스,551020
RGEN,Repligen Corp,헬스케어 장비 및 용품,561010
MQ,Marqeta Inc Class A,핀테크,573010
NLOK,NortonLifeLock Inc,소프트웨어 및 IT서비스,572010
BZ,Kanzhun Ltd ADR,소프트웨어 및 IT서비스,572010
AAL,American Airlines Group Inc,운송업,524060
LNT,Alliant Energy Corp,전기 유틸리티,591010
OTEX,Open Text Corp,소프트웨어 및 IT서비스,572010
DLO,Dlocal Ltd Class A,전문 및 상업 서비스,522030
CGNX,Cognex Corp,"건설장비 및 대형차, 기차, 배",521020
LOGI,Logitech International SA,"컴퓨터, 전화 및 가전제품",571060
OPEN,Opendoor Technologies Inc Class A,부동산 운영 관리,601010
LPLA,LPL Financial Holdings Inc,투자은행 및 서비스,551020
MORN,Morningstar Inc,전문 및 상업 서비스,522030
FFIV,F5 Networks Inc,소프트웨어 및 IT서비스,572010
FOXA,Fox Corp Class A,미디어 및 출판,533020
HAS,Hasbro Inc,레저 상품,532050
HST,Host Hotels & Resorts Inc,주택 및 상업용 리츠,601020
REG,Regency Centers Corp,주택 및 상업용 리츠,601020
IAC,IAC/Interactivecorp,소프트웨어 및 IT서비스,572010
STLD,Steel Dynamics Inc,메탈&마이닝,512010
BRKR,Bruker Corp,헬스케어 장비 및 용품,561010
FSLR,First Solar Inc,재생에너지,502010
LSXMK,Liberty Media Corp Series C,미디어 및 출판,533020
LAMR,Lamar Advertising Co Class A,주택 및 상업용 리츠,601020
Z,Zillow Group Inc Class C,부동산 운영 관리,601010
XRAY,DENTSPLY SIRONA Inc,헬스케어 장비 및 용품,561010
CHRW,CH Robinson Worldwide Inc,화물 및 물류 서비스,524050
NVAX,Novavax Inc,생명과학 및 메디컬 리서치,562020
AXON,Axon Enterprise Inc,우주항공 및 국방,521010
FWONK,Liberty Media Corp Series C,미디어 및 출판,533020
EWBC,East West Bancorp Inc,은행,551010
FIVE,Five Below Inc,다양한 소매업,534020
JKHY,Jack Henry & Associates Inc,소프트웨어 및 IT서비스,572010
RUN,Sunrun Inc,재생에너지,502010
GLPI,Gaming and Leisure Properties Inc,주택 및 상업용 리츠,601020
MANH,Manhattan Associates Inc,소프트웨어 및 IT서비스,572010
LSCC,Lattice Semiconductor Corp,반도체 및 반도체 장비,571010
AUR,Reinvent Technology Partners Y Class A,기타 금융업,556010
WYNN,Wynn Resorts Ltd,호텔 및 엔터테인먼트,533010
GH,Guardant Health Inc,생명과학 및 메디컬 리서치,562020
HSIC,Henry Schein Inc,헬스케어 장비 및 용품,561010
CTXS,Citrix Systems Inc,소프트웨어 및 IT서비스,572010
WIX,Wix.Com Ltd,소프트웨어 및 IT서비스,572010
MCFE,Mcafee Corp Class A,소프트웨어 및 IT서비스,572010
NVCR,Novocure Ltd,헬스케어 장비 및 용품,561010
NTRA,Natera Inc,헬스케어 장비 및 용품,561010
DBX,Dropbox Inc Class A,소프트웨어 및 IT서비스,572010
GDS,GDS Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
APA,APA Corp (US),오일 및 가스,501020
AZPN,Aspen Technology Inc,소프트웨어 및 IT서비스,572010
CROX,Crocs Inc,섬유 및 의류,532020
XLRN,Acceleron Pharma Inc,생명과학 및 메디컬 리서치,562020
PENN,Penn National Gaming Inc,호텔 및 엔터테인먼트,533010
CONE,CyrusOne Inc,주택 및 상업용 리츠,601020
ERIE,Erie Indemnity Co Class A,보험,553010
ARVL,Arrival SA,자동차 및 자동차 부품,531010
SYNH,Syneos Health Inc Class A,생명과학 및 메디컬 리서치,562020
MIDD,Middleby Corp,가정용품,532040
NWL,Newell Brands Inc,가정용품,532040
ZION,Zions Bancorporation NA,은행,551010
NTLA,Intellia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FRSH,Freshworks Inc Class A,소프트웨어 및 IT서비스,572010
BMBL,Bumble Inc Class A,소프트웨어 및 IT서비스,572010
LBTYK,Liberty Global PLC Class C,통신 서비스,574010
FIVN,Five9 Inc,소프트웨어 및 IT서비스,572010
CACC,Credit Acceptance Corp,은행,551010
DOX,Amdocs Ltd,소프트웨어 및 IT서비스,572010
WB,Weibo Corp ADR,미디어 및 출판,533020
PEGA,Pegasystems Inc,소프트웨어 및 IT서비스,572010
SYNA,Synaptics Inc,"컴퓨터, 전화 및 가전제품",571060
FOX,Fox Corp Class B,미디어 및 출판,533020
ARCC,Ares Capital Corp,다양한 금융서비스,555010
PLTK,Playtika Holding Corp,소프트웨어 및 IT서비스,572010
TTEK,Tetra Tech Inc,전문 및 상업 서비스,522030
STNE,StoneCo Ltd Class A,핀테크,573010
OZON,Ozon Holdings PLC ADR,다양한 소매업,534020
CREE,Cree Inc,반도체 및 반도체 장비,571010
TWKS,Thoughtworks Holding Inc,소프트웨어 및 IT서비스,572010
CHDN,Churchill Downs Inc,호텔 및 엔터테인먼트,533010
CNXC,Concentrix Corp,전문 및 상업 서비스,522030
IPGP,IPG Photonics Corp,전자 장비 및 부품,571040
BRKS,Brooks Automation Inc,반도체 및 반도체 장비,571010
ASND,Ascendis Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
UTHR,United Therapeutics Corp,생명과학 및 메디컬 리서치,562020
SAIA,Saia Inc,화물 및 물류 서비스,524050
MRVI,Maravai LifeSciences Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
SEIC,SEI Investments Co,투자은행 및 서비스,551020
MKSI,MKS Instruments Inc,"건설장비 및 대형차, 기차, 배",521020
NBIX,Neurocrine Biosciences Inc,생명과학 및 메디컬 리서치,562020
GNTX,Gentex Corp,자동차 및 자동차 부품,531010
FSV,FirstService Corp,부동산 운영 관리,601010
CBSH,Commerce Bancshares Inc,은행,551010
AMPL,Amplitude Inc Class A,소프트웨어 및 IT서비스,572010
FLEX,Flex Ltd,전자 장비 및 부품,571040
AGNC,AGNC Investment Corp,주택 및 상업용 리츠,601020
DISCK,Discovery Inc Series C,미디어 및 출판,533020
LECO,Lincoln Electric Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
MRTX,Mirati Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ZLAB,Zai Lab Ltd ADR,제약,562010
ARWR,Arrowhead Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
SWAV,Shockwave Medical Inc,헬스케어 장비 및 용품,561010
TNDM,Tandem Diabetes Care Inc,헬스케어 장비 및 용품,561010
JAZZ,Jazz Pharmaceuticals PLC,제약,562010
FUTU,Futu Holdings Ltd ADR,핀테크,573010
MSTR,Microstrategy Inc Class A,소프트웨어 및 IT서비스,572010
OLED,Universal Display Corp,반도체 및 반도체 장비,571010
MEDP,Medpace Holdings Inc,생명과학 및 메디컬 리서치,562020
TSP,TuSimple Holdings Inc Class A,통합 하드웨어 및 소프트웨어,571070
CELH,Celsius Holdings Inc,음료,541010
SLAB,Silicon Laboratories Inc,반도체 및 반도체 장비,571010
WSC,Willscot Mobile Mini Holdings Corp Class A,전문 및 상업 서비스,522030
LFUS,Littelfuse Inc,"건설장비 및 대형차, 기차, 배",521020
SGMS,Scientific Games Corp,호텔 및 엔터테인먼트,533010
BBIO,BridgeBio Pharma Inc,제약,562010
RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
OMCL,Omnicell Inc,헬스케어 장비 및 용품,561010
OTLY,Oatly Group AB ADR,식품 및 담배,541020
WOOF,Petco Health and Wellness Company Inc Class A,전문품 상점,534030
FYBR,Frontier Communications Parent Inc,통신 서비스,574010
SRPT,Sarepta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
NTNX,Nutanix Inc Class A,소프트웨어 및 IT서비스,572010
CYBR,Cyberark Software Ltd,소프트웨어 및 IT서비스,572010
GLBE,Global-E Online Ltd,소프트웨어 및 IT서비스,572010
CHK,Chesapeake Energy Corp,오일 및 가스,501020
PBCT,People's United Financial Inc,은행,551010
ZNGA,Zynga Inc Class A,소프트웨어 및 IT서비스,572010
WWD,Woodward Inc,"건설장비 및 대형차, 기차, 배",521020
PAA,Plains All American Pipeline Units,오일 및 가스 장비 및 서비스,501030
FFIN,First Financial Bankshares Inc,은행,551010
SHC,Sotera Health Co,전문 및 상업 서비스,522030
MAT,Mattel Inc,레저 상품,532050
FOXF,Fox Factory Holding Corp,자동차 및 자동차 부품,531010
BL,Blackline Inc,소프트웨어 및 IT서비스,572010
PNFP,Pinnacle Financial Partners Inc,은행,551010
FCNCA,First Citizens BancShares Inc (Delaware) Class A,은행,551010
BOKF,BOK Financial Corp,은행,551010
CASY,Caseys General Stores Inc,식품 및 약품소매,543010
DOOO,BRP Inc,레저 상품,532050
EVO,Evotec SE ADR,생명과학 및 메디컬 리서치,562020
KRNT,Kornit Digital Ltd,"건설장비 및 대형차, 기차, 배",521020
NCNO,nCino Inc,소프트웨어 및 IT서비스,572010
RCM,R1 RCM Inc,헬스케어 업체 및 서비스,561020
INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
CVAC,CureVac NV,생명과학 및 메디컬 리서치,562020
LEGN,Legend Biotech Corp ADR,생명과학 및 메디컬 리서치,562020
DSGX,Descartes Systems Group Inc,소프트웨어 및 IT서비스,572010
RKLB,Rocket Lab USA Inc Class A,우주항공 및 국방,521010
ESLT,Elbit Systems Ltd,우주항공 및 국방,521010
CRSP,CRISPR Therapeutics AG,생명과학 및 메디컬 리서치,562020
RGLD,Royal Gold Inc,메탈&마이닝,512010
ROLL,RBC Bearings Inc,"건설장비 및 대형차, 기차, 배",521020
NXST,Nexstar Media Group Inc Class A,미디어 및 출판,533020
PPC,Pilgrims Pride Corp,식품 및 담배,541020
COLM,Columbia Sportswear Co,섬유 및 의류,532020
IIVI,II-VI Inc,전자 장비 및 부품,571040
APPS,Digital Turbine Inc,소프트웨어 및 IT서비스,572010
GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
CERT,Certara Inc,소프트웨어 및 IT서비스,572010
LITE,Lumentum Holdings Inc,커뮤니케이션 및 네트워킹,571020
BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
DNLI,Denali Therapeutics Inc,생명과학 및 메디컬 리서치,562020
TWST,Twist Bioscience Corp,제약,562010
LSTR,Landstar System Inc,화물 및 물류 서비스,524050
CHNG,Change Healthcare Inc,소프트웨어 및 IT서비스,572010
VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
TXRH,Texas Roadhouse Inc,호텔 및 엔터테인먼트,533010
BPOP,Popular Inc,은행,551010
GBCI,Glacier Bancorp Inc,은행,551010
FRPT,Freshpet Inc,식품 및 담배,541020
AVGOP,Broadcom Inc Convertible Preference Shares Series A,반도체 및 반도체 장비,571010
SRAD,Sportradar Group AG Class A,소프트웨어 및 IT서비스,572010
CERE,Cerevel Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
CIGI,Colliers International Group Inc,부동산 운영 관리,601010
PACB,Pacific Biosciences of California Inc,헬스케어 장비 및 용품,561010
NOVT,Novanta Inc,전자 장비 및 부품,571040
MARA,Marathon Digital Holdings Inc,핀테크,573010
IQ,iQIYI Inc ADR,소프트웨어 및 IT서비스,572010
KOD,Kodiak Sciences Inc,생명과학 및 메디컬 리서치,562020
COHR,Coherent Inc,전자 장비 및 부품,571040
INOV,Inovalon Holdings Inc Class A,소프트웨어 및 IT서비스,572010
EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
BYND,Beyond Meat Inc,식품 및 담배,541020
ALTR,Altair Engineering Inc Class A,소프트웨어 및 IT서비스,572010
UPWK,Upwork Inc,전문 및 상업 서비스,522030
EEFT,Euronet Worldwide Inc,전문 및 상업 서비스,522030
DH,Definitive Healthcare Corp Class A,소프트웨어 및 IT서비스,572010
CRCT,Cricut Inc Class A,통합 하드웨어 및 소프트웨어,571070
EXPO,Exponent Inc,전문 및 상업 서비스,522030
NFE,New Fortress Energy Inc Class A,천연가스 유틸리티,591020
ZD,Ziff Davis Inc,소프트웨어 및 IT서비스,572010
OZK,Bank Ozk,은행,551010
EXEL,Exelixis Inc,생명과학 및 메디컬 리서치,562020
POWI,Power Integrations Inc,반도체 및 반도체 장비,571010
IART,Integra Lifesciences Holdings Corp,헬스케어 장비 및 용품,561010
PYCR,Paycor HCM Inc,소프트웨어 및 IT서비스,572010
REYN,Reynolds Consumer Products Inc,가정용품,532040
ALGM,Allegro Microsystems Inc,반도체 및 반도체 장비,571010
HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
EVBG,Everbridge Inc,소프트웨어 및 IT서비스,572010
TENB,Tenable Holdings Inc,소프트웨어 및 IT서비스,572010
BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PACW,PacWest Bancorp,은행,551010
AMED,Amedisys Inc,헬스케어 업체 및 서비스,561020
FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
VLY,Valley National Bancorp,은행,551010
FIZZ,National Beverage Corp,음료,541010
SMTC,Semtech Corp,반도체 및 반도체 장비,571010
NATI,National Instruments Corp,소프트웨어 및 IT서비스,572010
ACHC,Acadia Healthcare Company Inc,헬스케어 업체 및 서비스,561020
TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
SSB,SouthState Corp,은행,551010
DUOL,Duolingo Inc Class A,소프트웨어 및 IT서비스,572010
AMKR,Amkor Technology Inc,반도체 및 반도체 장비,571010
LAZR,Luminar Technologies Inc Class A,자동차 및 자동차 부품,531010
RRR,Red Rock Resorts Inc Class A,호텔 및 엔터테인먼트,533010
HALO,Halozyme Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FLNC,Fluence Energy Inc Class A,"건설장비 및 대형차, 기차, 배",521020
HQY,Healthequity Inc,소프트웨어 및 IT서비스,572010
JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
HELE,Helen of Troy Ltd,가정용품,532040
RARE,Ultragenyx Pharmaceutical Inc,생명과학 및 메디컬 리서치,562020
TFSL,TFS Financial Corp,은행,551010
IRDM,Iridium Communications Inc,통신 서비스,574010
SPWR,SunPower Corp,재생에너지,502010
PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
ROIV,Roivant Sciences Ltd,생명과학 및 메디컬 리서치,562020
